food_number,food_name,recipe,serving_number,level
671,고추닭볶음,"1. 닭가슴살을 2cm로 썰어서 정종, 소금, 마른전분, 계란 흰자로 버무려 놓는다.
2. 표고버섯, 양송이버섯, 죽순, 청피망, 홍피망은 큼직하게 썰고 살짝 데쳐서 준비하고 대파는 2cm 길이로 썰어 굵게 채치고 마늘과 생강은 저민다.
3. 튀김기름에 ①을 튀겨낸다.
4. 프라이팬에 고춧기름을 두르고 마른 홍고추와 마늘, 생강, 대파를 넣어 볶다가 두반장, 간장을 넣고 ②의 데친 채소를 넣어 볶아준다. (식성에 따라 고춧가루를 첨가해도 된다.)
5. ④에 튀긴 닭을 넣고 한번 더 볶고 물전분과 설탕을 넣어 볶다가 참기름을 넣어 완성한다.",2인분 기준,초보환영
672,난자완스,"1. 간 돼지고기를 준비하여 다시 한번 곱게 다진다.
2. ①에 생강즙, 소금, 후춧가루, 다진 마늘, 미림, 계란 노른자, 녹말로 반죽을 한다.
3. 표고버섯, 당근, 양파, 오이 등을 적당하게 썰어놓는다.
4. 반죽한 돼지고기를 납작하고 둥글게 모양을 잡아준다.
5. 기름두른 팬에 ④를 노릇하게 지져낸다.
6. 팬에 기름을 두르고 다진 마늘과 대파로 향을 낸다.
7. ⑥에 양파, 당근, 표고버섯등을 볶다가 간장 1큰술, 설탕 1/2큰술, 굴소스 1큰술, 후춧가루 약간, 육수 1/2컵을 넣어 한소끔 끓인다.
8. ⑦이 한소끔 끓으면 물녹말로 농도를 맞춘 후 지져낸 완자와 오이를 넣고 다시 한번 끓여준다.",2인분 기준,초보환영
673,돼지고기표고볶음,"1. 돼지고기는 등심으로 얇게 저며 썰어 간장, 조미술, 후춧가루로 양념한 다음 녹말가루로 살살 버무려 잠시 둔다.
2. 마늘, 생강은 납작납작하게 편으로 썰고, 대파와 청고추는 어슷하게 썬다.
3. 표고버섯은 미지근한 물에 불려 씻어 뒷부분의 기둥을 잘라 내고 저며 썬다. 양파는 약간 굵직하게 채썬다.
4. 속이 깊은 팬에 기름을 두르고 청고추, 대파, 마늘, 생강을 넣어 살살 볶다가 돼지고기를 넣어 함께 볶는다.
5. 육수나 표고버섯 불린 물을 부어 끓이면서 소금과 굴소스, 후춧가루로 간을 맞춘다.
6. 자작하게 끓으면 녹말물을 넣어 걸쭉하게 농도를 낸 후 참기름을 살짝 두른다.",2인분 기준,초보환영
674,쇠고기양상추볶음,"1. 양상추는 먹기 좋은 크기로 준비하여 물기를 제거한다.
2. 대파, 마늘 등은 납작하게 저며둔다.
3. 쇠고기는 간장, 녹말가루, 청주에 재운 후 기름에 튀겨낸다.
3. 프라이팬에 식용유를 두른 후 저민 마늘, 대파로 향을 낸다.
4. ③번의 향이 어느 정도 난 다음 굴소스 1큰술, 청주 1/2큰술, 설탕 약간, 참기름 약간, 물녹말을 넣어 소스를 만든다.
5. ④에 튀긴 고기를 넣고 재빨리 볶는다.
6. 프라이팬에 기름을 두른 후 양상추를 넣고 볶은 후 설탕, 소금을 넣어 간을 한다.
7. 접시에 ⑥을 담고 그 위에 소스에 버무린 쇠고기를 보기좋게 담는다.",2인분 기준,초보환영
675,은대구두치소스,"1. 손질한 생선을 두께 1.5cm 정도의 사각형으로 썰어 놓는다.
2. 생선을 찜기에 넣고 강한 불에서 6분 정도 찐다.
3. 채소를 잘게 썰어 놓는다.
4. 팬에 식용유를 넣고 잘게 썰은 채소를 넣고 볶는다.
5. 볶은 채소에 정종, 간장, 콩자장, 굴소스를 넣고 다시 한 번 볶은 다음 물을 넣고 조미료, 설탕 등으로 간을 한다.
6. 녹말물과 참기름을 넣고 걸쭉하게 소스를 마무리 한다.
7. 생선위에 완성된 소스를 뿌려 낸다.",2인분 기준,초보환영
676,제육두반장볶음,"1. 돼지고기에 소금, 후춧가루, 미향을 뿌리고 재워둔다.
2. 끓는 물에 소금과 식용유를 약간 넣고, 청경채의 머리부분을 십자로 칼집을 넣어 데친다.
3. 마늘과 생강은 편으로 썰고, 파는 어슷썰기한다.
4. 달군 프라이팬에 식용유를 1큰술 두르고 마늘과 생강, 파는 넣어 향을 내다가 채썬 양파를 넣어 볶아준다.
5. ④에 두반장을 넣어 향을 내다가 돼지고기를 넣고 익힌다.
6. ⑤에 설탕과 물을 넣고 간이 배이도록 볶다가 접시에 청경채를 두르고, 볶은 돼지고기를 담아낸다.",2인분 기준,초보환영
677,드라이카레볶음밥,"1. 양파, 피망, 당근, 돼지고기는 각1cm로 깍둑썰기한다.
2. 달군 프라이팬에 버터를 넣고 당근, 돼지고기, 양파, 피망을 순서대로 볶다가 찬밥을 넣고 볶아 준다.
3. 2가 어느정도 볶아지면 카레가루를 뿌리고 다시 한번 볶아준 후 밥에 색깔과 간이 배이면 한그릇씩 모양잡아 그릇에 담는다.",2인분 기준,초보환영
678,카레라이스,"1. 쇠고기와 채소는 도톰하게 깍뚝썰기하여 버터에 볶는다.
2. 카레는 찬물 2컵에 물을 조금씩 넣어가며 풀어놓는다.
3. ①의 냄비에 완두를 넣고 물을 자작하게 붓고 끓이다가 ②를 붓고 더 끓인다.
4. 국물이 되직하게 졸면 우유를 붓고 소금과 후춧가루로 간을 맞춘다.
5. 따뜻한 밥위에 완성된 카레를 넉넉히 얹어낸다.",4인분 기준,초보환영
679,피넛소스와밥,"1. 밥을 알맞은 크기로 무쳐 바나나잎에 싼다. 바나나 잎이 없으면 랩으로 싸서 뭉친다.
2. 팬을 뜨겁게 데워 식용유에 양파와 마늘을 넣고 향을 낸다.
3. ②에 홍고추를 다져서 돼지고기와 같이 넣고 볶는다.
4. ③에 피넛버터와 호이신소스를 넣고 끓는 물로 농도를 맞춘다.
5. ④에 레몬즙을 넣고 소금으로 간을 맞추어 소스를 완성한다.",1인분 기준,초보환영
680,탄두리치킨,"1. 볼에 양념 재료를 잘 섞어준다.
2. 닭고기 전체에 고루 바르고 30분 이상 마리네이드 한다. (하룻밤 이상 냉장 하여도 좋다.)
3. 다 절여지면 그릴에 닭고기를 8~10분 정도 굽는다.
4. 양파 슬라이스와 고수를 같이 서빙한다.",2인분 기준,초보환영
681,쌀국수냉채,"1. 쌀국수는 끓는 물에 소금을 넣고 5~7분정도 삶는다. 삶은 국수는 찬물에 깨끗이 헹군다.
2. 두부는 0.5cm 두께로 썰어서 소금을 뿌렸다가 팬에 노릇하게 지진다.
3. 숙주는 머리, 꼬리를 제거한 다음 끓는 물에 살짝 데친 다음 찬물에 헹궈둔다.
4. 오이, 당근, 샐러리, 피망은 5cm x 0.3cm 정도로 채를 썰어서 준비한다.
5. 새우는 내장을 제거한 다음 끓는 물에 살짝 데쳐서 껍질을 벗긴다.
6. 소스를 만들때 청양고추는 곱게 다지고 나머지는 섞어서 준비한다.
7. 접시에 채소를 돌려 담고 가운데 쌀국수를 담은 다음 소스를 뿌려서 낸다.",2인분 기준,초보환영
682,타이식 오이땅콩 샐러드,"1. 식초와 설탕을 살짝 끓인다.
2. ①에 소금을 약간 넣어 간을 한다.
3. 오이, 적양파, 홍피망, 고수는 굵게 썬다.
4. 먹기 직전에 소스와 버무린다.
5. 땅콩 굵게 다진 것을 넣고 섞는다.",2인분 기준,초보환영
683,Fresh Spring Roll,"1. 돼지고기 등심을 끓는 물에 삶아둔다. 자투리 양파가 있으면 넣는다.
2. 쌀국수도 끓는 물에 1분만 삶는다.
3. 채소는 길이가 10 x 1 cm 정도가 되게 길게 썬다.
4. 새우는 데쳐서 길이로 반 가른다.
5. 뜨거운 물에 라이스페이퍼를 불려 채소와 돼지고기를 차곡차곡 쌓고 말기 시작한다.
6. 마지막에 부추와 새우를 넣어 비치게 하여 여민 부분이 아래로 가게 놓는다.
7. 마늘과 고추, 땅콩을 다지고 식초, 설탕과 피시소스를 분량대로 섞어서 소스를 만들어 롤과 같이 낸다.",1인분 기준,초보환영
684,피넛버터소스,"1. 큰 볼에 피넛버터를 비롯한 분량의 재료들을 조금씩 넣어가며 섞어준다.
2. 소스가 약간 되직해질 정도까지 과일통조림 국물로 농도를 조절하고, 충분히 섞어준다.
3. 완성된 소스를 월남쌈 등의 음식에 곁들여 낸다.",4인분 기준,초보환영
685,망고라씨,"1. 망고는 잘 익은 것으로 골라 껍질을 벗기고 살만 발라낸다.
2. 믹서에 분량의 재료를 넣어 갈아낸다.",2인분 기준,초보환영
686,망고시미루,"1. 냄비에 물을 넉넉히 넣고 끓여 시미루를 삶는다.
2. 20분 정도 지나면 시미루가 투명해지기 시작하면서 처음크기의 3~4배가 된다. 투명한 상태로 다 익으면 체에 밭친 뒤 찬물에 헹궈 물기를 뺀다.
3. 망고 껍질을 제거한 후 망고와 얼음을 믹서기에 넣고 간다.
4. 투명한 그릇에 망고 간 것을 넣고 그 위에 시미루를 띄어낸다.",2인분 기준,초보환영
687,Che Thack Luu(채택루),"1. 물밤을 0.7cm 정도의 주사위 모양으로 썬다.
2. ①에 색소를 물들인다.
3. 감자전분(타피오카 전분)과 찹쌀가루를 섞어 가볍게 무친 다음 체에 털어낸다.
4. 끓는 물에 데쳐낸다.
5. 코코넛 밀크에 물을 섞어 소금을 조금 넣고 약불로 끓이다가 전분으로 농도를 맞춘다.
6. 삶은 녹두를 팬에서 기름없이 볶아 말린다.
7. 분량의 설탕과 물을 넣어 끓여 설탕시럽을 만들고 식혀둔다.
8. 컵에 물밤과 녹두, 얼음을 순서대로 넣고 시럽을 부은 뒤 농도를 낸 코코넛밀크를 얹어서 마신다.",1인분 기준,초보환영
688,쌀국수,"1. 분량의 쇠고기육수 재료를 넣고 푹 삶아 육수를 만든다.
2. 육수에 피시소스를 넣고 모자라는 간은 소금으로 맞춰 끓인다.
3. 숙주는 꼬리를 떼고 다듬어 씻어 건지고 샤브샤브용 쇠고기는 삶은 후 한 입 크기로 썰어둔다.
4. 대파는 얇게 어슷썰고 고추는 송송 썰어 속씨를 털고 고수는 잘게 뜯는다.
5. 쌀국수는 끓는 물에 5분 정도 부드럽게 삶아 물기를 빼고 그릇에 담는다.
6. 쌀국수에 한 입 크기로 자른 고기와 숙주를 얹고 끓여둔 뜨거운 육수를 넉넉히 부어서 송송 썬 고추와 고수를 뿌려 낸다.",2인분 기준,초보환영
689,레드드라이비프커리,"1. 쇠고기를 한 입 크기로 썬다.
2. 라임잎은 물에 불려서 놓는다.
3. 팬에 식용유, 코코넛밀크를 분량의 반 만 넣고 데워지면 레드커리페이스트를 넣고 센 불에 볶아 코코넛밀크가 다 날아 가고 매운향이 날 때까지 볶는다.
4. ①의 쇠고기를 넣고 볶는다.
5. 라임잎은 찢어서 피쉬소스 1/2큰술과 설탕 1/2작은술을 같이 넣는다.
6. 남은 코코넛 밀크로 농도를 자작하게 맞춘다.
7. ⑥에 피넛 다진 것과 바질, 홍피망을 넣고 살짝 볶는다.
8. ⑦을 밥위에 올리고 코코넛밀크를 살짝 뿌려 장식하여 낸다.",2인분 기준,초보환영
690,인도식감자전병,"1. 밀가루와 기름, 버터와 물을 잘 섞어서 반죽을 만든다.
2. 반죽을 30분간 숙성시킨다.
3. 나머지 재료를 모두 모아 속을 만들어 반죽과 섞는다.
4. 밀가루 반죽을 골프 공만한 크기로 떼어내고 반죽을 밀어 직경 20cm 크기로 민다.
5. 반죽에 버터를 발라가면서 가벼게 롤링팬으로 밀어서 편다.
6. 팬에 기름을 넣고 색이 나게 굽는다.",2인분 기준,초보환영
691,해물필라프,"1. 스위트콘을 체에 밭쳐 물기를 빼 놓는다.
2. 오징어는 깨끗이 손질하여 껍질을 벗겨 놓고, 새우도 꼬리 부분만 남겨 두고 껍질을 벗겨 놓는다.
3. 조개는 소금물에 담가 해감을 시켜 놓고, 고동도 깨끗하게 씻어 놓는다.
4. 쌀은 씻어서 불려 놓는다.
5. 냄비에 식용유를 두르고, 씻은 쌀을 넣어 볶다가 쌀이 투명 해지면 물을 넣고, 카레가루를 먼저 풀고 난 후 위의 재료를 모두 넣어 밥을 짓는다.",2인분 기준,초보환영
692,해물필라프,"1. 스위트콘을 체에 받쳐 물기를 빼 놓는다.
2. 오징어는 깨끗이 손질하여 껍질을 벗겨 놓고, 새우도 꼬리 부분만 남겨 두고 껍질을 벗겨 놓는다.
3. 조개는 소금물에 담궈 해감을 시켜 놓고, 고동도 깨끗하게 씻어 놓는다.
4. 쌀은 씻어서 불려 놓는다.
5. 냄비에 식용유를 두르고, ④를 넣어 볶다가 쌀이 투명 해지면 물을 넣고, 카레가루를 먼저 풀고난 후 위의 재료를 모두 넣어 밥을 짓는다.",2인분 기준,초보환영
693,닭가슴살 샐러드와 오렌지드레싱,"1. 냄비에 닭육수를 넣고 끓으면 불을 끈 후 닭가슴살을 넣어서 15분간 익힌다.
2. 견과류(건포도, 잣, 호두, 석류, 체드로)는 석류를 제외하고 모두 다져 놓는다.
3. 갖가지 채소를 먹기 좋게 뜯어서 준비한다.
4. ①의 닭이 익혀지면 적당한 크기로 잘라 준비한다.
5. 접시에 갖가지 채소와 ②의 견과류를 뿌리고 ④의 닭을 옆에 돌려 담고 준비한 오렌지 드레싱을 올리고 치즈를 뿌린다.",2인분 기준,초보환영
694,로메인 시저샐러드,"1.로메인, 루꼴라를 손질하여 접시 중앙에 보기 좋게 놓는다.
베이컨을 잘게 썰어 볶은후 기름을 제거해 뿌린다.
2. 바게트를 1.5cm 큐브 모양으로 썰어 팬에 올리브오일을 두르고 노릇하게 구워 뿌려준다.
3.청, 홍 피망을 0.5cm 크기로 썰어 뿌려준다.
4. 올리브유와 발사믹식초를 2:1로 섞어 후추로 간을 한 후 골고루 뿌려준다.
5. 파마산 치즈와 후추 올리브유를 뿌려 완성한다.",2인분 기준,초보환영
695,모짜렐라 카프레제,"1. 발사믹 소스로 접시에 그림을 그린다
2. 껍질을 벗긴 토마토를 올린다.
3. 후레쉬 모짜렐라치즈를 먹기 좋게 썰어 올린다.
4. 올리브는 씰르 제거한 후 올려주고, 그 위에 계절 채소를 올려준다.
5. 오일과 바질을 믹서에 돌린후 그 소스를 뿌려준다.
6. 약간의 소금, 후추를 뿌려 간을 한다.",2인분 기준,초보환영
696,시저샐러드프렌치드레싱,"1. 로메인레터스나 상추는 어리고 작은 잎일 경우에는 통째로 쓰고 큰 잎일 경우에는 먹기 좋은 크기로 자른다.
2. 크루통은 식빵을 주사위 모양으로 잘라 볼에 넣고 올리브오일, 다진 마늘을 넣어 잘 섞은 다음 치즈가루를 뿌려 190℃로 예열된 오븐에 5~6분정도 구워 만든다.
3. 마늘, 양파, 식초, 겨자, 소금, 후춧가루, 계란노른자, 올리브오일을 넣고 믹서기에 곱게 갈아준다.
4. 로메인 레터스를 드레싱에 잘 버무리고 크루통과 치즈가루를 뿌려낸다.",2인분 기준,초보환영
697,시칠리아문어샐러드,"1. 채소는 씻고, 문어는 어슷하게 썰어둔다.
2. 샐러리와 양파, 파슬리는 곱게 다진다.
3. 끓는 물에 문어를 잠시 넣었다가 금방 건져낸다.
4. 믹싱볼에 레몬즙을 넣고 소금과 후춧가루로 간을 한다.
5. 올리브오일과 레몬즙을 3:1 비율로 넣고 ②의 다진 재료를 넣어서 잘 섞어서 드레싱을 준비한다.
6. 데친 문어와 채소, ⑤의 드레싱을 잘 버무리고 차게 보관했다가 먹기 전에 오렌지와 호두를 곁들인다.",2인분 기준,초보환영
698,쌀샐러드,"1. 채소는 모두 5mm 정도의 주사위 모양으로 자른다.
2. 프라이팬에 올리브오일을 두르고 자른 채소를 볶은 후 생쌀을 넣어 토스트 하다가 화인트와인을 넣고 휘발시킨 다음 완두콩을 넣는다.
3. ②를 오븐용기에 옮겨 담아 뜨거운 닭 육수로 가득 채우고 180℃ 오븐에서 물기를 모두 흡수할 때까지 약 12분간 익힌다.
4. 오븐에서 익힌 쌀은 꺼내어 재빨리 식힌다.
5. 식은 쌀에 올리브오일, 다진 고추, 사라다나, 트레비소, 소금, 후춧가루로 양념한다.
6. 끓는 물에 낙지를 데친 후 작은 메달모양으로 자른다.
7. 올리브오일을 두른 프라이팬에 마늘, 로즈마리를 넣고 뜨거워지면 ⑥의 낙지를 넣고 센불에서 재빨리 볶는다.
8. 익힌 쌀에 토마토 콩카세, 노랑과 빨강 파프리카, 차이브를 섞고 그 위에 낙지를 올린다.
9. ⑧에 올리브오일, 다진 파슬리를 뿌려 완성한다.",2인분 기준,초보환영
699,연어까르파치오,"1. [연어준비] 신선한 연어는 깨끗하게 포를 3장 떠놓고 포 위에 레몬즙을 발라 놓는다.(미리 발라두면 색이 변하므로 페스토 소스바르기 직전에 한다)
2. 양파는 잘게 다져 놓는다.
3. 양송이는 3mm 두께로 슬라이스 한다.
4. 차이브는 물에 담가 살려놓는다.
5. [페스토소스 만들기] 바질, 이태리파슬리, 잣, 엔초비, 마늘을 믹서에 넣고 올리브오일를 넣어 가며 살짝만 갈아 꺼내고, 올리브오일와 파르메쟌을 넣어 농도와 맛을 낸다.
6. [양송이 샐러드 만들기] 양송이는 5mm 두께로 썰어 다진 양파, 레몬주스, 올리브오일, 소금, 후춧가루로 맛을 낸다.
7. [연어 양념하기] 접시에 호일을 깔고 페스토소스를 넓게 펴바르고 연어 살을 올려 그 위에 다시 페스토소스를 펴바르고 검은 후춧가루를 살짝 뿌려 30분이상 재워두거나 살라만데(윗 부분에서만 열이 나오는 그릴)에 살짝 살균한다.
8. [접시담기] 접시 가운데 채소를 놓은후 양송이와 반쪽으로 자른 토마토를 얹고 연어 3쪽을 가지런히 담고, 차이브를 얹어 완성한다.",2인분 기준,초보환영
700,조개샐러드,"[기본준비] 1. 채소는 모두 다듬어 잘게 뜯어 물기를 제거해 놓는다.
2. 마늘은 눌러 놓는다.
3. 모시조개는 깨끗하게 해감 시켜 놓는다.
4. 발사믹식초(2000ml)와 꿀(400ml)을 넣어 약간 걸죽하게(20ml) 졸여 놓는다.
5. 이태리 파슬리는 잘게 다져 놓는다.
[만들기] 1. 뜯어 놓은 채소는 올리브오일, 소금, 후추를 넣어 살짝 버무려 윤기있게 만든다.
2. 팬에 올리브오일을 두르고 마늘을 넣어 마늘향을 낸 후 모시조개를 넣고 뚜껑을 닫는다.
3. 곧바로 와인을 넣고 다시 뚜껑을 닫아 조개 입이 벌어지면 꺼내어 레몬즙과 다진 이태리 파슬리를 넣어 잘 버무린다. 접시에 조개를 둘러 담고 샐러드를 위에 얹어 발사믹 소스를 뿌려 제공한다.",2인분 기준,초보환영
701,파스타샐러드,"1. 파스타는 푸실리로 준비해 끓는 물에 올리브오일과 소금을 넣고 삶아낸다.
2. 청피망, 홍피망과 파프리카는 0.5cm 정도로 잘게 다져둔다.
3. 삶아 낸 파스타는 찬물에 헹구지 말고 그대로 물기를 뺀 뒤, 팬에 올리브오일을 두르고 ②의 채소들과 함께 살짝 볶아낸다.
4. 분량의 재료로 소스를 만든다.
5. ③에 바질을 뿌리고 뒤적인 후, 불을 끄고 접시에 담아 소스와 함께 낸다.",2인분 기준,초보환영
702,브루스케타,"1. 바게트는 0.5cm 정도 슬라이스한 후 오븐에서 노릇노릇하게 구워준다.
2. [토마토소스] 깨끗하게 씻은 방울토마토를 0.5cm 정도의 크기로 썬다.
3. 믹싱볼에 준비된 방울토마토와 올리브오일, 다진 마늘, 레몬즙, 설탕, 소금, 흰후춧가루와 바질잎은 잘게 뜯어 같이 섞어 토마토소스를 완성한다.
4. 준비된 그릇에 바게뜨를 놓고 만들어 놓은 토마토소스를 얹어준다.
5. [고르곤졸라소스] 견과류를 잘게 부순다.
6. 믹싱볼에 잘게 부순 견과류와 블루치즈, 크림치즈, 생크림, 샐러리, 흰후춧가루를 넣고 잘 섞어준다.
7. 접시에 바게트를 올려놓고 준비된 토마토소스의 적당한 양을 바게뜨 위에 올려준다.",2인분 기준,초보환영
703,페델리니 카르보나라,"1. 팬에 올리브 오일(약간)을 두르고 양파와 베이컨을 볶은 뒤, 화이트 와인을 넣어 알코올을 날려준다.
2. 작은 볼에 분량의 카르보나라 소스 재료를 섞어 준비한다.
3. 삶은 페델리니 면을 넣고 아주 약한 불에 살짝 졸여 소금간을 한다.
4. 재빨리 접시에 담아 파마산 치즈를 뿌려 완성한다.",2인분 기준,초보환영
704,바치디다마쿠키,"1. 버터는 실온에서 말랑하게 보관한다.
2. 밀가루를 비롯한 모든 재료를 섞어서 반죽한다.
3. 하나로 뭉친 반죽을 비닐봉지에 담아 냉장고에 넣어 30분간 휴지시킨다.
4. 휴지시킨 반죽을 작은 공모양으로 만든다.
5. 오븐 팬에 공모양의 반죽들을 촘촘하게 올린다.
6. 160~170℃의 오븐에서 5분간 굽는다.
7. 쿠키가 구워지는 동안 초콜릿을 녹인다.
8. 구워진 두 개의 쿠키 사이에 녹인 초콜릿을 조금씩 짜 넣어 붙인다.",2인분 기준,초보환영
705,비스코티,"1. 박력분, 아몬드가루, 베이킹파우더는 한꺼번에 체에 한번 내려서 준비한다. 계란은 실온에 보관된 것 사용한다.
2. 계란은 멍울을 풀고, 설탕을 2회 정도로 나누어 넣어 가면서 거품을 올린다.
3. 미리 체쳐 준비해놓은 박력분, 아몬드가루, 베이킹파우더를 넣고 섞어준다.
4. 아몬드, 건포도, 피스타치오를 넣어 고루 섞는다.
5. 오븐팬에 유산지 혹은 데프론패드를 깔고, 반죽을 두 덩이로 나누어서 팬닝한다. (반죽이 질면 약간의 덧가루를 첨가한다.)
6. 170℃로 예열한 오븐에 ⑤를 넣고 25분간 굽는다.
7. 1차로 구운 비스코티를 약간 식힌 후에 빵칼을 이용해 적당한 두께로 자른다.
8. 자른 비스코티를 오븐팬에 펼쳐서 놓고 150℃의 오븐에 넣고 양쪽 면을 15분씩 앞뒤로 뒤집어서 굽는다.",2인분 기준,초보환영
706,까르보나라 (이탈리아식),"1. 작은 조각으로 베이컨을 오일과 마늘을 넣고 매우 약한 불에서 후춧가루로 간 한 뒤 볶는다.
2. 마늘이 색을 내기 시작하면 바로 떼어낸다.
3. 소금간이 된 물에 스파게티를 삶는다.
4. ①에 파마산치즈가루, 양유치즈가루, 후춧가루 조금을 넣고 계란노른자를 풀어준다.
5. 스파게티가 다 익으면 ④에 넣어 버무려 준다.",1인분 기준,초보환영
707,까르보나라 (한국식),"1. 베이컨은 1cm 크기로 잘라 놓는다.
2. 양파는 잘게 다져 놓는다.
3. 이태리파슬리는 잘게 다져 놓는다.
4. 그라나 빠다노는 잘게 갈아 놓는다.
5. 면 삶을 물이 끓으면 소금을 넣고 면을 넣어 6분 동안 삶아 놓는다.
6. 프라이팬에 오일을 조금 두르고 베이컨을 볶는다. 기름이 바짝 빠지면 베이컨을 접시에 꺼내어 놓는다.
7. 베이컨을 볶은 프라이팬의 남은 기름에 양파를 넣고 볶다가 숨이 죽으면 생크림을 넣어 크림소스를 만들어 준다.
8. 적당히 농도가 나면 소금과 후춧가루로 간을 하고 삶아진 면을 넣어 재빨리 혼합한 후, 접시에 담아 그나나 빠다노를 뿌려주어 완성한다.",1인분 기준,초보환영
708,뇨끼프리마베라,"1. 단호박은 세그먼트해서 굵은 소금과 올리브오일을 뿌려 호일로 싼 다음에 오븐에서 구워 체에 내린다.
2. 계란은 풀어 놓고, 버섯은 모양대로 썰어 놓는다.
3. 호박은 가는 채로 썰어 놓는다.
4. 토마토는 끓는 물에 살짝 데쳐 껍질을 제거하여 씨는 버리고, 과육만 콩카세한다.
[뇨끼반죽] 1. 체에 내린 호박과 감자, 밀가루, 감자전분, 그라나빠다노, 계란, 육두구, 소금을 넣어 반죽한다.
2. 반죽은 가늘고 긴 원통형으로 만들어 놓는다. (최대한 반죽에 힘을 가하지 않는다.)
[만들기] 1. 끓지 않는 물에 소금을 넣고 뇨끼를 삶는다. 팬에 녹인 버터를 넣고 양송이를 볶다가 삶은 뇨끼를 살짝 볶으면서 채소육수를 넣어 전분이 나와 소스가 되도록 하여 접시에 담아 치즈와 토마토를 뿌려 완성한다.",2인분 기준,초보환영
709,다나블루소스의 그린파스타,"1. 우유와 밀가루를 섞는다.
2. 다나 블루 치즈(블루치즈)를 곱게 다진 후 ①에 넣어 잘 저어 주면서 불 위에 올려놓는다.
3. 약 3분 동안 끓이면서 소금과 후춧가루로 간한다.
4. 냄비에 물이 끓으면 소금 2작은술과 그린 국수를 넣어 10분간 삶는다.
5. 면이 익으면 소쿠리에 건져서 물기를 뺀다.
6. 물기가 빠지면 준비된 소스를 얹고, 닭고기 혹은, 햄, 베이컨 등을 곁들어 먹는다.",2인분 기준,초보환영
710,버섯파스타,"1. 끓는물에 올리브오일을 조금 넣고 준비한 파스타-파파델리를 넣고 삶은 뒤 건져 물기를 뺀다.
2. 달군 팬에 기름을 두른 뒤 ①의 면을 넣고 살짝 볶는다.
3. 생표고버섯은 기둥을 떼낸 후 채썰고, 느타리버섯은 손으로 2~3등분하여 찢는다. 양송이도 굵게 썬다.
4. 달군 팬에 올리브오일을 두른 뒤 준비한 각종 버섯을 넣고 볶다가 ②의 면을 넣고 볶는다.
5. 맨 마지막에 간장, 화이트와인, 다진 마늘을 넣고 살짝 볶는다.
6. 그릇에 보기 좋게 담은 뒤 고수 잎을 얹는다.",2인분 기준,초보환영
711,봄채소파스타,"1. 마늘은 눌러 놓고 아스파라거스는 섬유질을 제거하여 어슷하게 먹기 좋은 크기로 잘라 놓는다.
2. 피망은 먹기 좋게 썰어 올리브유, 다진 파슬리, 다진 마늘, 발사믹식초, 다진 바질, 그라나 가루를 약간 넣어 마리네이드 한다.
3. 새송이는 석쇠에 구워 줄무늬 색을 낸 뒤, 소금과 후춧가루로 간을 한다.
4. 호박과 가지는 막대모양으로 잘라 파이 팬에 놓고, 올리브유와 소금, 후춧가루를 뿌려 오븐에서 가끔씩 뒤집어 가며 익힌다.
5. 루꼴라는 먹기 좋은 크기로 잘라 놓는다.
6. 면 삶을 물을 올려 놓는다.
7. 팬에 올리브오일을 넣어 마늘을 넣고 충분히 향을 낸다.
8. 아스파라거스, 피망, 가지, 호박을 넣고 잘 살살 볶으면서 닭 육수로 수분을 조절하여 약간의 육수가 있을 만큼 볶다가 루꼴라를 넣고 바로 면을 넣어 볶아 낸다. (소금과 후추 간을 잘하여 육수에 맛이 들어야 면이 맛있다.)
9. 접시 가운데 담고 구운 새송이, 치즈가루, 발사믹소스를 뿌려낸다.",2인분 기준,초보환영
712,블랙스파게티,"1. 양파, 마늘, 파슬리는 각각 잘게 다지고, 홍고추는 씨를 뺀 뒤 곱게 다진다.
2. 오징어는 먹물주머니가 터지지 않도록 주의하고 몸통과 다리는 한 입 크기로 썬다.
3. 끓는 물에 소금을 넣고 스파게티 면을 넣어 8~10분 정도 삶아 건진 다음, 올리브오일을 넣고 버무린다.
4. 프라이팬에 올리브오일을 두르고 다진 마늘, 홍고추, 양파, 오징어를 볶다가 화이트와인을 넣고 오징어 먹물을 짜내어 2~3분 정도 끓인다.
5. 불을 끄고 ③을 넣어 소금으로 간을 한 후 다진 파슬리를 얹는다.",2인분 기준,초보환영
713,시금치크림소스푸질리,"1. 끓는 물에 10분정도 푸질리를 삶아 물에서 건져 올리브오일을 뿌려 둔다.
2. 양파와 양송이는 잘게 다지고 토마토는 2등분한다.
3. 버터와 밀가루를 동량으로 넣어 약한 불에서 오래도록 볶고 100℃까지 끓인 우유를 넣고 끓여 부드러운 크림을 만든다.
4. 시금치와 육두구, 올리브오일을 넣고 믹서에 갈아 시금치 페이스토를 만든다.
5. 올리브오일을 두른 팬에 양파를 넣고 약한불에서 10분정도 갈색이 날 때까지 볶는다.
6. 올리브오일을 넣고 달군 팬에 조개를 넣고 조개가 입을 벌리면 양파 볶은 것과 새송이를 함께 볶는다.
7. 만들어놓은 시금치 페이스토를 넣고 끓이다가 베사멜라를 넣어 끓으면 방울토마토와 푸질리를 넣고 끓여 소금, 후춧가루로 간한다.",2인분 기준,초보환영
